# renames_high_scenario.tsv — HIGH-confidence scenario/event-VM symbol renames.
# STAGED harvest from living documents (2026-07-12); NOT yet applied to Ghidra.
# Format: address<TAB>binary<TAB>type<TAB>name<TAB>description
# Auto-loaded alongside renames_high.tsv (glob renames_high*.tsv).
# Provenance tags: [MD:<doc>.md]. Cross-cluster duplicates deduped to one row.
# Review before running apply_all_renames.sh.

# === {7D} Show Graphic (show_graphic_op7d_decode.md) ==========================
# === {92} Inflict Status (inflict_status_op92_decode.md) ======================
0x80145ee0	BATTLE	GL	evt_op92_inflict_status_case	{92} Inflict Status handler body (fall-through of bne s4,0x92 @0x80145ed8). FUN_80149bec(0x10) alloc, FUN_8014c8a0(handle,0x80148e88) registers inflict_status_task_body, event_task_param_stash(handle,&operands,0,0). Fire-and-forget. [VERIFIED live: Exec BP H92=3 scenario 6; control 0x98 H98=0] [MD:inflict_status_op92_decode.md]
0x80145ec0	BATTLE	GL	evt_op98_handler_body	Event opcode 0x98 handler body (jal FUN_80147ca8,a1=1); the delay-slot-preload trap a first static pass mis-tagged as {92}. [VERIFIED live: BP hit-count H98=0 while H92=3, scenario 6] [MD:inflict_status_op92_decode.md]
0x80148e88	BATTLE	FN	inflict_status_task_body	{92} Inflict Status apply worker. Reads Status@op+2, UnitID@op+0, Wait@op+3; branches SS: 0=revive/normalise, 1=Crystal, 2=Poison+Critical(anim 0x16). [VERIFIED live: Exec BP HTASK=3 scenario 6; per-SS sweep] [MD:inflict_status_op92_decode.md]
0x80165fb4	BATTLE	GL	event_hp_restore_block_flag	Global "block event HP-restore" flag; {92} Status=0 revive path writes 0x41 (also used as an SFX-id register by event_dialogue elsewhere). [VERIFIED live: SS=0 dead-revive, scenario 6] [MD:inflict_status_op92_decode.md]
0x80149100	BATTLE	FN	unit_status_bit_writer	FUN_80149100(UnitID,idx,set-selector,1): sets bit 1<<(idx&7) at byte idx>>3 into +0x1a7 (a2!=0) or +0x1ac (a2==0), then commits via unit_status_commit. idx: 0x05 Dead,0x06 Crystal,0x10 Critical,0x1f Poison (MSB-first). [VERIFIED live: Crystal/Poison bit->render, scenario 6] [MD:inflict_status_op92_decode.md]
0x8014ceb4	BATTLE	FN	unit_status_commit	FUN_8014ceb4(UnitID,flag): commit step pushing the scratch status set (+0x1a7) to live render fields (+0x58..0x5c). Called by unit_status_bit_writer and the {92} SS=0 healthy pose path. [VERIFIED live: scenario 6] [MD:inflict_status_op92_decode.md]
0x8008be04	BATTLE	FN	unit_pose_task_register	FUN_8008be04: registers the clean-Standing pose task for the {92} SS=0 healthy (v1==2) path (no status-bit write); commits via unit_status_commit. [VERIFIED live: 0 BITW fires, render stays 00, scenario 6] [MD:inflict_status_op92_decode.md]
0x800927bc	BATTLE	FN	clut_strip_signed_blend	Shared signed-RGB CLUT transform: out_ch = base_ch/2(mode5) + offset_ch, clamp[0,31], packed BGR555, src==0 stays transparent; writes the dynamic CLUT strip. Used by {33} Color Field bake AND {92} SS=2 poison rebuild (offset 0,8,0). [VERIFIED live: writer BP @0x80092ca0 t7/t6/t5=0/8/0, scenario 6] [MD:inflict_status_op92_decode.md, MAP_HUE_WEATHER_STATE_CLUT_BAKE.md]
0x80092ca0	BATTLE	GL	status_recolor_clut_store	Per-channel CLUT store (sh v0,0(a0)) inside clut_strip_signed_blend; writer BP that captured the poison offset t7(R)=0/t6(G)=8/t5(B)=0. [VERIFIED live: scenario 6 SS=2] [MD:inflict_status_op92_decode.md]
0x800e54a4	BATTLE	GL	status_recolor_staging_strip	Palette staging strip clut_strip_signed_blend writes before DMA to VRAM (same machinery as prayer darkening). [VERIFIED live: SS=2 poison rebuild, scenario 6] [MD:inflict_status_op92_decode.md]
0x80082180	BATTLE	FN	status_recolor_offset_selector	Selector picking the per-status per-channel offset triple for clut_strip_signed_blend; poison = LAB_80082248 branch -> (0,8,0). Entry PC approximate. [VERIFIED live: poison green reproduced, scenario 6 SS=2] [MD:inflict_status_op92_decode.md]

# === {50} Portrait Row / EVTFACE (PORTRAIT_ROW_OPCODE_50_EVTFACE.md) =========
0x8013c748	BATTLE	FN	event_portrait_row_load_sync	{50} Portrait Row handler (sync twin): loads EVTFACE.BIN row-block (sector=Row*4+0x164B, 0x2000B), uploads 8 32x48 4bpp portraits to VRAM strip (448,206) + 8 CLUTs (448,254). a0=Row. [CONFIRMED disasm + live byte-exact VRAM==EVTFACE row0, scn14] [MD:PORTRAIT_ROW_OPCODE_50_EVTFACE.md]
0x8013c8a8	BATTLE	FN	event_portrait_row_load_fiber	{50} Portrait Row handler (fiber twin of 0x8013c748): yields while the CD read completes, then LoadImage-uploads the 8 EVTFACE row-block portraits. [CONFIRMED disasm; scn14 warm-path byte-exact VRAM] [MD:PORTRAIT_ROW_OPCODE_50_EVTFACE.md]
0x8012e65c	BATTLE	FN	event_portrait_render_ft4	Builds the message-box EVTFACE portrait POLY_FT4 from the fixed VRAM strip; UV/TPAGE/CLUT from column (box+0xC-1): U=col*32.., V=206..254, TPAGE(448,0), CLUT((col&3)*16+448,(col>>2)+254); col==-1 -> plain box. [CONFIRMED disasm + live byte-match, scn14] [MD:PORTRAIT_ROW_OPCODE_50_EVTFACE.md]
0x8008cdd0	BATTLE	FN	get_unit_portrait_index	Returns a speaker unit's intrinsic portrait/face-sheet index *(*(unit+0x134)+0x18a); DisplayMessage stores it into box-primitive [4] as the in-battle/fallback portrait source (distinct from EVTFACE strip [3]). [CONFIRMED static (FUN_801308c0) + live] [MD:PORTRAIT_ROW_OPCODE_50_EVTFACE.md, boxed_dialog_decode.md]

# === EVTCHR frame/CLUT/load resolution ========================================
0x8013c7c4	BATTLE	FN	open_evtchr	{58} Load EVTCHR worker: reads a 30720B EVTCHR.BIN file-block off disc (LBA=Slot*15+0x1d4c; Slot=file-block/entry, Block=VRAM dest). Sets current_evtchr_block/addr. [CONFIRMED static+dynamic, scn6] [MD:EVTCHR_FRAME_RESOLUTION.md]
0x800842a0	BATTLE	FN	sprite_subframe_assemble_entry	Entry of the EVTCHR/SHP subframe assembler (body 0x80084214): seqfrm + frame-ptr table (+0x500) + SHP-TYPE1 descriptors (+0x5A0) -> POLY_FT4 UVs; U=(flags&0x1F)<<3, V=unit+0x7a+((flags>>5&0x1F)<<3), size 10-13, flip 14/15, tpage unit+0x0e. [CONFIRMED static+dynamic+pixel, scn6] [MD:EVTCHR_FRAME_RESOLUTION.md]
0x80082110	BATTLE	FN	evtchr_unit_sprite_resolver	Resolves an EVTCHR cinematic sprite from a per-unit tuple: unit+0x06 sheet-type/sprite-id, unit+0x07 frame/sub-part (0x20 stride), descriptor=DAT_800cadbe+unit+0x07*0x20+unit+0x05*0x32d6. [CONFIRMED disasm + live RAM, scn6] [MD:EVTCHR_FRAME_RESOLUTION.md]
0x80083f18	BATTLE	FN	unit_frame_byte_router	Cinematic frame-byte router (@0x80083FC8 sltiu 0xd2): frame_byte<0xD2 -> TYPE1.SHP atlas (unit+0x12C); >=0xD2 -> EVTCHR block-data ptr table (block2 0x800AF244 / block1 0x800A7CE0). Runtime rewrites disc bytes 0xCB..0xF2 -> 0xD2..0xF9 (+7). [CONFIRMED static + live, scn6/chapel] [MD:EVTCHR_FRAME_RESOLUTION.md, cinematic_frame_offset_decode.md, cinematic_palette_decode.md]
0x80083e10	BATTLE	FN	evtchr_render_state_clut_bind	Copies the per-unit CLUT word from unit-slot +0x10 into render_state +0x6 (feeds poly_ft4 builder +0x0e); called @0x80084674 in the EVTCHR draw backbone. [CONFIRMED disasm; live VRAM CLUT bit-match slots 0/1/12] [MD:EVTCHR_CLUT_RESOLUTION.md]
0x800822bc	BATTLE	FN	unit_team_recolor_gate	Team-palette recolor gate: reads modified-palette byte unit+0x13e and skips the team-recolor (unit+0x5&0x30) when !=0. [CONFIRMED per doc C-table] [MD:EVTCHR_CLUT_RESOLUTION.md]
0x8008d5c8	BATTLE	FN	evtchr_upload_ram_to_vram	{59} Save EVTCHR per-frame consumer: uploads a staged block RAM->VRAM via SYS_LoadImage when the block's VRAM-slot ENTD-id==0xFF; RECT 0x800A77D0+block*30052, src 0x800A8928+block*30052 (0x6400 bitmap), marks 0xFE. [CONFIRMED static; reconciled w/ live VRAM (256,0)/(320,0)] [MD:evtchr_load_save_decode.md]
0x8008d2a0	BATTLE	FN	evtchr_unpack_block	Stage-A EVTCHR unpack RAM->RAM: parses the 30720B raw disc block into the per-block struct 0x800A0000+block*30052 (stride 0x7564), copies 0x6400 bitmap to +0x8928, sets status +0x77C8=0xFE. [CONFIRMED static] [MD:evtchr_load_save_decode.md]
0x8008d650	BATTLE	FN	evtchr_free_vram_slot	{5A} Save EVTCHR Clear consumer: frees the EVTCHR VRAM slot (BATTLE_VRAM_Slot_ENTD_ID 0xFE->0xFF). [CONFIRMED static] [MD:evtchr_load_save_decode.md]
0x800880a8	BATTLE	GL	evtchr_vram_rect_table	Hardcoded 2-entry EVTCHR VRAM dest RECT table (init FUN_80088018): Block0->(256,0), Block1->(320,0), 64x200 hw = 256x200 4bpp. [CONFIRMED static + live VRAM] [MD:evtchr_load_save_decode.md]
0x80173c9c	BATTLE	GL	current_evtchr_block	Current EVTCHR block index staged by open_evtchr, gated by the per-frame VRAM-upload consumer. [CONFIRMED static] [MD:evtchr_load_save_decode.md]
0x8017400c	BATTLE	GL	current_evtchr_addr	RAM landing-buffer pointer for the currently loaded EVTCHR disc block (set by open_evtchr). [CONFIRMED static] [MD:evtchr_load_save_decode.md]
0x800a77c4	BATTLE	GL	battle_vram_slot_entd_id	EVTCHR VRAM-slot ENTD-id state byte (base; +block*30052): 0xFF=pending upload, 0xFE=uploaded. Gates evtchr_upload_ram_to_vram. [CONFIRMED static] [MD:evtchr_load_save_decode.md]
0x800b7308	BATTLE	GL	unit_roster_base	Per-unit node array base; node = 0x800B7308 + index*0x440. Fields: +0x04 slot index, +0x80 flags (bit26=suppress-update), +0xa show, +0x1dc anim, +0x70 fine facing. Unit 5=0x800B8848, 12=0x800BA608. [CONFIRMED disasm + live across {6D}/{71}/CLUT] [MD:SCENARIO6_UNKNOWN_OPCODES_6D_71_7C_82_INVESTIGATION.md, EVTCHR_CLUT_RESOLUTION.md]
0x800af244	BATTLE	GL	evtchr_runtime_ptr_block2	EVTCHR runtime block-2 ptr table (indexed frame_byte*4); 40 valid ptrs at runtime frame_byte 0xD2..0xF9. [CONFIRMED live RAM, mid_dialog] [MD:cinematic_frame_offset_decode.md]
0x800a7ce0	BATTLE	GL	evtchr_runtime_ptr_block1	EVTCHR runtime block-1 ptr table (anim_id<0x258 path); all zeros in the chapel scene. [CONFIRMED live RAM] [MD:cinematic_frame_offset_decode.md]
0x800aed44	BATTLE	GL	seq_ptr_table_eff_slot0	High-cinematic SEQ table slot-0 ptr word (0x800aed3c + 8 header); lw = 0x800AEE44 (anim 0x258 bytecode D9 02 FF FF). [CONFIRMED live RAM] [MD:cinematic_seq_source_decode.md]
0x80080634	BATTLE	FN	per_unit_anim_ticker	Per-unit animation ticker (drives the cinematic SEQ dispatch chain). [static, memory-pinned] [MD:cinematic_seq_source_decode.md]
0x80086218	BATTLE	FN	load_evtchr_setup	Load-EVTCHR setup (writes cinematic-slot structs at param_2*0x7564; zeros +0x1ec before each 0x80084818 call). [static decomp] [MD:cinematic_seq_source_decode.md]

# === {3E} Color Screen (COLOR_SCREEN_OPCODE_3E.md) ============================
0x801467dc	BATTLE	FN	color_screen_worker	Fiber worker (kind 0xC) for {3E} Color Screen: reads 9-byte body (Mode,startRGB,endRGB,Time u16); lerps start->end RGB over Time, pushing a target every 2 yields via color_screen_prim_stage; marks fiber complete so {E5} Wait Task=12 releases. [DYN CONFIRMED live: scn8 PC275 fade-to-black] [MD:COLOR_SCREEN_OPCODE_3E.md]
0x8008efb4	BATTLE	FN	color_screen_prim_stage	Stages a target screen RGB + per-frame Q8.8 deltas and builds the full-screen Gouraud quad (color_screen_quad_prim). Mode -> GP0 E1h ABR field via (mode<<5). [DYN CONFIRMED live: 6 pushes 0..255, attr 0xE1000040] [MD:COLOR_SCREEN_OPCODE_3E.md]
0x8008f130	BATTLE	FN	color_screen_prim_tick	Per-frame ticker for {3E}: while frames-left!=0 advances current Q8.8 RGB by deltas, writes high byte into color_screen_current_rgb; snaps to target on the final frame. [DYN CONFIRMED live] [MD:COLOR_SCREEN_OPCODE_3E.md]
0x8008f208	BATTLE	FN	color_screen_prim_render	Per-frame render for {3E}: draws the current-RGB Gouraud quad each vblank ONLY when current RGB != (0,0,0). [DYN CONFIRMED live] [MD:COLOR_SCREEN_OPCODE_3E.md]
0x8014cbc0	BATTLE	FN	event_current_task_operand_ptr	Returns the operand pointer stashed by the event dispatcher: *(PTR_DAT_80165f98 + task_slot*0x400). Used by color_screen_worker and the BG-sound task to read opcode operand bytes. [DYN CONFIRMED live: scn8 PC275 + BGSound D2] [MD:COLOR_SCREEN_OPCODE_3E.md, BGSOUND_OPCODE_6B_INVESTIGATION.md]
0x800961c8	BATTLE	GL	color_screen_current_rgb	Current on-screen ramp colour for {3E}: 3 bytes R,G,B (5-bit). Advanced by color_screen_prim_tick; render draws only when nonzero. [DYN CONFIRMED live] [MD:COLOR_SCREEN_OPCODE_3E.md]
0x800961c4	BATTLE	GL	color_screen_target_rgb	Target ramp colour for {3E}: 3 bytes R,G,B set by color_screen_prim_stage; current chases this. [DYN CONFIRMED live] [MD:COLOR_SCREEN_OPCODE_3E.md]
0x800961d0	BATTLE	GL	color_screen_current_q88	Current {3E} ramp colour Q8.8 (+0R,+2G,+4B); +8/+A/+C per-frame Q8.8 step; +0x10 frames-left counter. [DYN CONFIRMED live] [MD:COLOR_SCREEN_OPCODE_3E.md]
0x800e6aa8	BATTLE	GL	color_screen_quad_prim	Built full-screen Gouraud quad for {3E}: word+0 OT tag, +4 GP0 E1h Set-Draw-Mode (ABR bits[6:5]=Mode), +8 GP0 E2h. [DYN CONFIRMED live: attr 0xE1000040 Mode=2 subtractive] [MD:COLOR_SCREEN_OPCODE_3E.md]
0x8014d1ae	BATTLE	GL	event_size_table_op3e	Operand-size table entry for opcode 0x3E = 0x09 (9-byte body). [DYN CONFIRMED live] [MD:COLOR_SCREEN_OPCODE_3E.md]

# === Combat/map color engine (COLOR_TINT / MAP_HUE / RECONCILIATION) =========
0x8008f63c	BATTLE	FN	commit_palette_handler	{66} Commit Palette (parameterless): copies the dynamic CLUT strip (0x800e4ea4) into the base palette (color_base_palette 0x80099d76), persisting the accumulated {33}/{32} tint as the map hue. Store site 0x8008f68c, dispatch ra 0x80145194. [DYN CONFIRMED live: write-watchpoint fired once, warm->blue] [MD:MAP_HUE_WEATHER_STATE_CLUT_BAKE.md]
0x80099676	BATTLE	GL	color_tween_state	Per-palette-view tween/DDA working state for color_tint_blend_apply (0x8008f710): 7 bytes/entry x 0x100, stride 0x982/view: [0..2] current RGB, [3] STP/mask, [4..6] DDA deltas. color_base_palette sits at +0x700. [DYN CONFIRMED live: luma fingerprint recovery, scn8] [MD:COLOR_TINT_LUMA_MODE_SEPIA.md]
0x80099d76	BATTLE	GL	color_base_palette	Committed BASE palette (absolute source for color_tint_blend_apply modes 4-9): 2 bytes/entry BGR555 x 0x100, stride 0x982/view; = color_tween_state + 0x700. Written by the palette loader and the {66} commit (commit_palette_handler). Combat inherits it with no reset (H-KEEP). [DYN CONFIRMED live: 227/227 seal; scn6 member5 [1]=0x1441 committed blue] [MD:COLOR_TINT_LUMA_MODE_SEPIA.md, WITHIN_GROUP_MEMBER_TRANSITION.md]
0x8009967d	BATTLE	GL	color_running_colour	Running working-colour bytes read by color_tint_blend_apply modes 0-3 (vs committed color_base_palette for modes 4-9). Part of the color_tween_state region. [VERIFIED static: live-Ghidra decompile] [MD:COMBAT_COLOR_APPLIER_RECONCILIATION.md]
0x80092620	BATTLE	FN	clut_strip_load_base	Callee of color_field_dispatch ({33} path): copies base CLUT into dynamic_clut_view_strip (0x800e4ea4) plus a channel-decomposed shadow color_tween_state that per-frame fade math walks. [VERIFIED static+live] [MD:MAP_HUE_WEATHER_STATE_CLUT_BAKE.md]
0x800926d8	BATTLE	FN	color_field_dispatch	{33} Color Field dispatch: writes the whole 0x100-entry page (start=0,count=0x100,broadcast=1) of view 0; calls clut_strip_load_base. [VERIFIED static+live] [MD:MAP_HUE_WEATHER_STATE_CLUT_BAKE.md]
0x800f26bc	BATTLE	FN	map_palette_texture_dispatch	Map palette/texture dispatcher: case 0x11 copies 0x200B base CLUT into DAT_800f6ab0 + sets dirty 0x800f6cb0; case 0x33 sets upload rect + strip writer; cases 0x13-0x17 upload map texture pages. [VERIFIED static] [MD:MAP_HUE_WEATHER_STATE_CLUT_BAKE.md]
0x800f6ab0	BATTLE	GL	map_palette_load_staging	Warm load-staging base CLUT (map-file palette, 16x16 BGR555), populated by map_palette_texture_dispatch case 0x11; == Godot palette_texture. Byte-distinct from the tinted color_base_palette. Dirty flag 0x800f6cb0. [DYN CONFIRMED live: byte-exact to Godot; scn6 member5 held pristine warm [1]=0x0864] [MD:MAP_HUE_WEATHER_STATE_CLUT_BAKE.md, WITHIN_GROUP_MEMBER_TRANSITION.md]
0x800e840c	BATTLE	FN	combat_effect_color_dispatch	Combat-effect dispatcher that reaches color_tint_blend_apply (0x8008f710) — proves combat effects tint through the SAME palette applier as {32}/{33} (no separate map applier). [VERIFIED static: live-Ghidra getReferencesTo] [MD:COMBAT_COLOR_APPLIER_RECONCILIATION.md]
0x800e8190	BATTLE	FN	screen_tint_render_dispatch	Screen-tint consumer dispatcher: case 0x5a (@0x800e82b8) verbatim-copies the reader output into screen_tint_quad_rgb (0x800f5b40), feeding quad builder SUB_8001d168 (>>16 throughout, no x2/x8 scaling). [VERIFIED static: live-Ghidra] [MD:COMBAT_COLOR_APPLIER_RECONCILIATION.md]
0x800f5b40	BATTLE	GL	screen_tint_quad_rgb	Screen-tint quad vertex colour globals (+0R,+4G,+8B) written by screen_tint_render_dispatch case 0x5a, consumed by quad builder SUB_8001d168. [VERIFIED static] [MD:COMBAT_COLOR_APPLIER_RECONCILIATION.md]

# === Boxed dialogue system (boxed_dialog / dialogue_box_* decode) ============
0x80132bc4	BATTLE	FN	dialog_box_open_close_tween	Box open/close bounce tween (corner-lerp via 0x80132e74/e50, 12-bit fixed-pt); ~once per Display Message; NOT the box renderer. param_4=4 collapses to close. [CONFIRMED static + dyn] [MD:boxed_dialog_decode.md]
0x8014c18c	BATTLE	FN	dialog_box_compositor	Software-composites box chrome (9-slice frame + triangle + portrait) into a RAM buffer, then GsLoadImage-uploads once. Called via 0x8014c164 from FUN_801308c0 local_d0==0x10. [CONFIRMED static + dyn] [MD:boxed_dialog_decode.md]
0x8014c164	BATTLE	FN	dialog_box_compositor_entry	Wrapper entry into dialog_box_compositor; called from the opcode-0x10 3-line-portrait branch. [CONFIRMED static] [MD:boxed_dialog_decode.md]
0x8014c758	BATTLE	FN	dialog_box_9slice_tilecopy	Per-column 9-slice tile-copy for the box frame (left8=(col<<6)+10, mid, right8; 0x40=64B steps at 4bpp). [CONFIRMED static] [MD:boxed_dialog_decode.md]
0x8014c45c	BATTLE	GL	dialog_box_gsloadimage_site	GsLoadImage site uploading the composed box buffer. Live: a0=a1=0x8016eb84, a2=src 0x801697b0, a3=dst 0x801697c0. Exec-BP anchor. [CONFIRMED dyn] [MD:boxed_dialog_decode.md]
0x80133048	BATTLE	FN	unit_project_screen_pos	Projects a unit slot to screen, stores X/Y into 0x8016e40c/0e via FUN_8008c410(unit+0x40)+GTE. [CONFIRMED dyn] [MD:boxed_dialog_decode.md]
0x8014c014	BATTLE	FN	dialog_triangle_hmirror	Horizontal pixel-mirror of the speaker triangle blit = the L/R facing flip; applied after the blit at 0x8014c430 when (Dialog&0xc)!=8. [CONFIRMED static + dyn] [MD:boxed_dialog_decode.md]
0x8016e40e	BATTLE	GL	unit_screen_pos_y	Speaker unit's GTE-projected screen Y (companion to 0x8016e40c screen X); box docks under/over it. NOTE: Focus doc's "X" claim here is REFUTED (0x8016e40c is X). [CONFIRMED dyn: per-speaker 160/142/121] [MD:boxed_dialog_decode.md]
0x801697b0	BATTLE	GL	dialog_blit_src_rect	Source-rect struct (LE u16 x,y,w,h) for box/triangle blits + GsLoadImage a2. Triangle live src=(88,0,16,16)/(88,16,16,16). [CONFIRMED dyn] [MD:boxed_dialog_decode.md]
0x801697c0	BATTLE	GL	dialog_blit_dst_rect	Dest-rect struct for box/triangle blits (GsLoadImage a3); triangle dst-Y 0=arrow up / 0x38=arrow down. [CONFIRMED dyn] [MD:boxed_dialog_decode.md]
0x8016eb84	BATTLE	GL	dialog_box_composed_buffer	The composed box RAM buffer GsLoadImage uploads; {51} Change Dialog re-composites in place into this SAME buffer (swap, not teardown). [CONFIRMED dyn] [MD:boxed_dialog_decode.md]
0x8016a37c	BATTLE	GL	dialog_compositor_work_buffer_a	Compositor work buffer (double-buffered with 0x8016a77c, 0x400 apart). [CONFIRMED dyn] [MD:boxed_dialog_decode.md]
0x8016a77c	BATTLE	GL	dialog_compositor_work_buffer_b	Second compositor work buffer (0x400 after 0x8016a37c). [CONFIRMED dyn] [MD:boxed_dialog_decode.md]
0x8013018c	BATTLE	FN	dialog_text_measure	Measures text width + line count (counts 0xF8 newlines @0x8013026c; lines=newlines+1). [static] [MD:boxed_dialog_decode.md]
0x80132e74	BATTLE	FN	dialog_tween_corner_lerp	12-bit fixed-point corner-lerp used by dialog_box_open_close_tween. [static] [MD:boxed_dialog_decode.md]
0x80132e50	BATTLE	FN	dialog_tween_corner_lerp_b	Companion corner-lerp for the box open/close tween. [static] [MD:boxed_dialog_decode.md]

# === Concurrent boxes / pagination / dialog type ============================
0x801316c4	BATTLE	GL	dialog_fiber_foreground_cont	Foreground (kind-0x01) dialog-fiber continuation; {E5} Task=1 gates on this. [CONFIRMED static+live] [MD:concurrent_dialogue_boxes_decode.md]
0x80131bd4	BATTLE	GL	dialog_fiber_background_cont	Background (kind-0x33) demoted dialog-fiber continuation; box stays rendered but no longer matches a Task=1 barrier. [CONFIRMED live] [MD:concurrent_dialogue_boxes_decode.md]
0x80131ba4	BATTLE	GL	dialog_kind_demote_site	Dialog-fiber store site demoting a superseded box from kind 0x01 to 0x33. [CONFIRMED live] [MD:concurrent_dialogue_boxes_decode.md]
0x801308f4	BATTLE	GL	dialog_kind1_stamp_site	Display Message handler site (in FUN_801308c0) stamping cooperative-task kind 0x01 on box open. [CONFIRMED live] [MD:concurrent_dialogue_boxes_decode.md]
0x80166084	BATTLE	GL	dialog_slot_taskid_array	3-entry dialogue-slot task-id array (up to 3 concurrent boxes); tick loops it with slti s0,0x3. [CONFIRMED static+live] [MD:concurrent_dialogue_boxes_decode.md]
0x80166090	BATTLE	GL	dialog_slot_glyph_counter	Per-slot glyph/typewriter counter in the 3-entry dialogue slot array. [CONFIRMED dynamic page1/page2 differential] [MD:dialogue_pagination_and_page_icon_decode.md]
0x8016609c	BATTLE	GL	dialog_slot_more_pending_flag	Per-slot more-pages-pending flag gating the page-turn icon: 0x02=more, 0x00=last page. [CONFIRMED dynamic differential] [MD:dialogue_pagination_and_page_icon_decode.md]
0x801660a0	BATTLE	GL	dialog_slot_lines_marker	Per-slot lines-on-page marker (0x08=2 lines, 0x04=1 line). [CONFIRMED dynamic differential] [MD:dialogue_pagination_and_page_icon_decode.md]
0x8016dae2	BATTLE	GL	dialog_glyph_color_index	Latched {Color NN} index (string-opcode 0xE3); passed as param_4 to glyph rasterizer FUN_8014bd88 as an additive 4bpp CLUT-index offset. [CONFIRMED static-proven] [MD:display_message_dialog_type_and_palette_decode.md]
0x8016dae0	BATTLE	GL	dialog_glyph_anchor_field	Position/anchor field fed by local_d0 (Dialog&0x70)/local_d2; NOT the CLUT. [static-proven] [MD:display_message_dialog_type_and_palette_decode.md]

# === Dialogue box triangle-aim / DisplayMessage slot struct =================
0x8008c410	BATTLE	FN	get_unit_base_svector	Returns &unit[0x40] (base/tile SVECTOR) via FUN_8007a6e4(id). The dialogue box projects THIS (base tile), not the drawn sprite (base+0x60). Same fn as Focus's unit-position getter. [CONFIRMED static decomp + live BP] [MD:dialogue_box_triangle_aim_decode.md, FOCUS_OPCODE_1F_INVESTIGATION.md]
0x8008c9c4	BATTLE	FN	unit_sprite_move_add_offset	Adds an eased delta to the unit render offset +0x60; driven by the Sprite Move opcode. [CONFIRMED static decomp] [MD:dialogue_box_triangle_aim_decode.md]
0x8008ca7c	BATTLE	FN	unit_sprite_move_clear_offset	Clears the unit render offset +0x60 (companion to add/grab). [static decomp] [MD:dialogue_box_triangle_aim_decode.md]
